Facility Name,"1/1/2020
 Adult Dogs
 In Shelter","1/1/2020
 Adult Dogs
 In Foster Care","2020
 Adult Dogs
 Stray","2020
 Adult Dogs
 Owner Relinquished","2020
 Adult Dogs Transfer from another Colorado Organization","2020
 Adult Dogs
 Transfer from Out of State","2020
 Adult Dogs
 Other Intake","2020
 Adult Dogs
 Adoption","2020
 Adult Dogs
 Returned to Owner (RTO)","2020
 Adult Dogs
 Transfer to another Colorado Organization","2020
 Adult Dogs
 Transfer to Out of State","2020
 Adult Dogs
 Other Transfer","1/1/2020
 Juvenile Dogs
 In Shelter","1/1/2020
 Juvenile Dogs
 In Foster Care","2020
 Juvenile Dogs
 Stray","2020
 Juvenile Dogs
 Owner Relinquished","2020
 Juvenile Dogs
 Transfer from another Colorado Organization","2020
 Juvenile Dogs
 Transfer from Out of State","2020
 Juvenile Dogs
 Other Intake","2020
 Juvenile Dogs
 Adoption","2020
 Juvenile Dogs
 Returned to Owner (RTO)","2020
 Juvenile Dogs
 Transfer to another Colorado Organization","2020
 Juvenile Dogs
 Transfer to Out of State","2020
 Juvenile Dogs
 Other Transfer","1/1/2020
 Adult Cats
 In Shelter","1/1/2020
 Adult Cats
 In Foster Care","2020
 Adult Cats
 Stray","2020
 Adult Cats
 Owner Relinquished","2020
 Adult Cats
 Transfer from another Colorado Organization","2020
 Adult Cats
 Transfer from Out of State","2020
 Adult Cats
 Other Intake","2020
 Adult Cats
 Adoption","2020
 Adult Cats
 Returned to Owner (RTO)","2020
 Adult Cats
 Transfer to another Colorado Organization","2020
 Adult Cats
 Transfer to Out of State","2020
 Adult Cats
 Other Transfer","1/1/2020
 Juvenile Cats
 In Shelter","1/1/2020
 Juvenile Cats
 In Foster Care","2020
 Juvenile Cats
 Stray","2020
 Juvenile Cats
 Owner Relinquished","2020
 Juvenile Cats
 Transfer from another Colorado Organization","2020
 Juvenile Cats
 Transfer from Out of State","2020
 Juvenile Cats
 Other Intake","2020
 Juvenile Cats
 Adoption","2020
 Juvenile Cats
 Returned to Owner (RTO)","2020
 Juvenile Cats
 Transfer to another Colorado Organization","2020
 Juvenile Cats
 Transfer to Out of State","2020
 Juvenile Cats
 Other Transfer",
Fromm Rescue To Forever,0.00,16.00,0.00,0.00,0.00,16.00,0.00,15.00,0.00,0.00,0.00,1.00,0.00,8.00,0.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Front Range Freedom Rescue,0.00,2.00,0.00,4.00,1.00,4.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,15.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,26.00,1.00,44.00,29.00,203.00,0.00,285.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,119.00,32.00,686.00,42.00,804.00,0.00,0.00,0.00,0.00,
Front Range German Shepherd Rescue,0.00,24.00,0.00,29.00,33.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,33.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Ft Lupton Veterinary Hospital,85.00,0.00,85.00,0.00,0.00,0.00,0.00,2.00,60.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Fureverdog Rescue and Boarding,10.00,0.00,9.00,8.00,11.00,24.00,0.00,51.00,2.00,0.00,0.00,0.00,8.00,0.00,4.00,8.00,9.00,102.00,0.00,122.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Garfield County Animal Welfare Foundation Inc DBA Rifle Animal Shelter,18.00,3.00,334.00,239.00,96.00,16.00,2.00,392.00,275.00,7.00,0.00,0.00,1.00,0.00,10.00,126.00,56.00,13.00,12.00,200.00,4.00,1.00,0.00,0.00,11.00,1.00,47.00,114.00,53.00,3.00,0.00,199.00,12.00,2.00,3.00,0.00,4.00,8.00,33.00,223.00,179.00,0.00,15.00,427.00,1.00,1.00,0.00,0.00,
German Shepherd Rescue of the Rockies,0.00,6.00,0.00,1.00,1.00,6.00,0.00,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Golden Growls Senior Rescue,0.00,0.00,0.00,0.00,4.00,3.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Golden Retriever Freedom Rescue,0.00,7.00,0.00,10.00,9.00,85.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00,41.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Golden Retriever Rescue of the Rockies,15.00,0.00,1.00,142.00,10.00,13.00,0.00,164.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,30.00,12.00,0.00,0.00,35.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Graceland Animal Rescue & Sanctuary,0.00,29.00,0.00,8.00,5.00,16.00,0.00,27.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand County Animal Shelter,5.00,0.00,117.00,40.00,1.00,0.00,14.00,35.00,128.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,3.00,0.00,42.00,21.00,25.00,0.00,17.00,75.00,29.00,0.00,0.00,0.00,0.00,0.00,11.00,7.00,4.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,
Grand Rivers Humane Society,0.00,0.00,0.00,18.00,172.00,0.00,0.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,27.00,0.00,0.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,31.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,
Grand Valley Pit Crew,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Great Pyrenees Rescue & Sanctuary,13.00,1.00,0.00,69.00,0.00,36.00,0.00,113.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,17.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grey Ghost Weimaraner Rescue,0.00,4.00,0.00,12.00,4.00,2.00,3.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Gritty Pittie Rescue,0.00,15.00,0.00,1.00,0.00,14.00,0.00,12.00,0.00,1.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Gunnison Underdog Rescue,0.00,7.00,0.00,0.00,0.00,40.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,8.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Gunnison Valley Animal Welfare League,4.00,0.00,67.00,25.00,6.00,0.00,5.00,32.00,68.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00,0.00,4.00,3.00,0.00,0.00,0.00,6.00,0.00,20.00,28.00,15.00,0.00,11.00,58.00,9.00,0.00,0.00,10.00,3.00,0.00,3.00,22.00,37.00,0.00,2.00,62.00,0.00,0.00,0.00,2.00,
Happy Cats Haven,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,23.00,62.00,115.00,43.00,0.00,287.00,297.00,11.00,1.00,0.00,227.00,0.00,10.00,164.00,207.00,29.00,0.00,22.00,391.00,0.00,0.00,0.00,0.00,
Harley's Dream,0.00,4.00,0.00,14.00,13.00,29.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Harley's Hope Foundation,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Harmony Animal Matchmaker and Sanctuary,6.00,0.00,5.00,37.00,12.00,0.00,0.00,36.00,0.00,4.00,0.00,5.00,10.00,0.00,9.00,7.00,2.00,0.00,14.00,18.00,0.00,0.00,0.00,11.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,10.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,
Havok's Wolfpack,0.00,0.00,0.00,2.00,0.00,4.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
HearthFire Enterprises Inc dba Happy Haven Farm & Sanctuary,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,7.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
HemoSolutions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,54.00,66.00,2.00,10.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
High Country Basset Hound Rescue,0.00,5.00,0.00,12.00,2.00,7.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Homeless Boxer Care,21.00,49.00,0.00,65.00,24.00,377.00,8.00,442.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Homeward Bound Rescue,3.00,0.00,0.00,2.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Hoof and Paw,0.00,1.00,28.00,17.00,0.00,0.00,0.00,12.00,26.00,6.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,2.00,4.00,2.00,0.00,0.00,0.00,2.00,5.00,8.00,0.00,0.00,0.00,5.00,3.00,5.00,0.00,0.00,0.00,0.00,26.00,4.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,
Hope For Animals-Clear Creek Rescue,0.00,7.00,0.00,2.00,13.00,9.00,0.00,22.00,0.00,1.00,0.00,0.00,0.00,7.00,0.00,1.00,3.00,17.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Humane Society of Boulder Valley,48.00,2.00,527.00,471.00,118.00,323.00,161.00,901.00,467.00,31.00,11.00,50.00,19.00,1.00,35.00,29.00,13.00,533.00,47.00,649.00,11.00,0.00,0.00,10.00,30.00,2.00,190.00,468.00,86.00,155.00,70.00,732.00,102.00,6.00,1.00,22.00,15.00,4.00,235.00,159.00,107.00,203.00,12.00,667.00,11.00,0.00,0.00,3.00,
Humane Society of Fremont County,23.00,2.00,191.00,130.00,61.00,0.00,286.00,213.00,343.00,122.00,1.00,0.00,5.00,0.00,5.00,9.00,3.00,0.00,4.00,14.00,4.00,0.00,0.00,0.00,7.00,2.00,110.00,84.00,2.00,3.00,28.00,162.00,17.00,30.00,0.00,0.00,6.00,3.00,87.00,46.00,0.00,0.00,5.00,95.00,0.00,38.00,0.00,0.00,
Humane Society of Moab Valley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Humane Society of Pagosa Springs,21.00,0.00,205.00,67.00,3.00,9.00,0.00,120.00,166.00,11.00,0.00,0.00,12.00,5.00,22.00,22.00,0.00,19.00,0.00,46.00,6.00,9.00,0.00,0.00,30.00,0.00,69.00,57.00,0.00,0.00,95.00,119.00,8.00,14.00,0.00,95.00,8.00,0.00,64.00,37.00,0.00,0.00,0.00,92.00,3.00,3.00,0.00,0.00,
Humane Society of the Pikes Peak Region,143.00,4.00,3000.00,1184.00,328.00,563.00,590.00,2846.00,2140.00,257.00,10.00,0.00,15.00,8.00,233.00,175.00,164.00,287.00,95.00,806.00,66.00,29.00,0.00,0.00,130.00,11.00,1808.00,1117.00,65.00,0.00,1032.00,2255.00,363.00,87.00,0.00,1006.00,6.00,42.00,796.00,674.00,538.00,0.00,103.00,1614.00,17.00,219.00,0.00,78.00,
Humane Society of the Pikes Peak Region - Pueblo,76.00,0.00,1360.00,342.00,32.00,25.00,201.00,691.00,947.00,177.00,0.00,0.00,0.00,0.00,96.00,61.00,47.00,6.00,25.00,119.00,22.00,73.00,0.00,0.00,38.00,0.00,613.00,322.00,19.00,0.00,1097.00,456.00,93.00,118.00,0.00,1185.00,20.00,0.00,586.00,283.00,17.00,0.00,270.00,339.00,11.00,536.00,0.00,151.00,
"Humane Society of the South Platte Valley, Inc.",22.00,2.00,229.00,74.00,24.00,232.00,53.00,365.00,206.00,21.00,2.00,0.00,1.00,1.00,4.00,5.00,47.00,30.00,4.00,81.00,5.00,0.00,0.00,0.00,30.00,2.00,51.00,61.00,5.00,38.00,7.00,139.00,29.00,15.00,1.00,1.00,5.00,1.00,30.00,2.00,27.00,58.00,18.00,118.00,0.00,0.00,0.00,0.00,
Humane Society of Weld County,47.00,4.00,1361.00,307.00,16.00,0.00,103.00,876.00,804.00,66.00,0.00,0.00,0.00,3.00,95.00,24.00,1.00,0.00,1.00,71.00,34.00,10.00,0.00,0.00,52.00,2.00,626.00,275.00,21.00,0.00,43.00,751.00,71.00,74.00,0.00,11.00,8.00,11.00,519.00,86.00,4.00,0.00,9.00,483.00,2.00,48.00,0.00,0.00,
"Indigo Mountain Nature Center, Inc.",42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Innocent Paws Puppy Rescue,0.00,4.00,0.00,2.00,0.00,18.00,0.00,19.00,0.00,0.00,1.00,0.00,0.00,14.00,0.00,0.00,0.00,158.00,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Intermountain Humane Society,7.00,0.00,16.00,8.00,12.00,79.00,8.00,111.00,8.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,9.00,51.00,0.00,60.00,0.00,0.00,0.00,0.00,25.00,0.00,28.00,5.00,14.00,47.00,8.00,85.00,6.00,6.00,0.00,13.00,10.00,0.00,44.00,3.00,16.00,34.00,11.00,97.00,1.00,1.00,0.00,13.00,
"International Hearing Dog, Inc.",22.00,0.00,2.00,4.00,2.00,3.00,1.00,26.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
iResQRR,0.00,4.00,0.00,0.00,12.00,22.00,0.00,33.00,0.00,2.00,0.00,0.00,0.00,4.00,0.00,0.00,49.00,52.00,0.00,93.00,0.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,4.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,
Izzys place senior dog rescue,0.00,15.00,0.00,10.00,0.00,5.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Jailbreak Husky Rescue,0.00,0.00,0.00,8.00,2.00,33.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,15.00,129.00,147.00,0.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Jemez Valley Animal Amigos,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
JJs Helping Paws Inc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,146.00,3.00,0.00,0.00,15.00,3.00,135.00,0.00,0.00,0.00,19.00,0.00,282.00,1.00,0.00,6.00,2.00,0.00,294.00,0.00,0.00,
Katmandu Paonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,18.00,10.00,0.00,0.00,0.00,25.00,1.00,1.00,0.00,0.00,0.00,5.00,39.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,
L.O.L.A.'S Rescue,0.00,32.00,0.00,37.00,31.00,208.00,0.00,267.00,3.00,2.00,2.00,0.00,0.00,45.00,0.00,44.00,25.00,130.00,81.00,266.00,0.00,6.00,0.00,0.00,0.00,16.00,0.00,13.00,1.00,79.00,0.00,103.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,38.00,1.00,379.00,37.00,447.00,0.00,0.00,0.00,0.00,
La Plta County humane society,42.00,0.00,294.00,127.00,52.00,60.00,0.00,271.00,222.00,35.00,0.00,0.00,20.00,0.00,257.00,222.00,42.00,70.00,0.00,393.00,141.00,10.00,0.00,0.00,47.00,0.00,143.00,97.00,58.00,0.00,0.00,239.00,17.00,0.00,0.00,0.00,20.00,34.00,520.00,175.00,40.00,0.00,0.00,673.00,13.00,26.00,0.00,0.00,
Lamar Animal Shelter,10.00,0.00,223.00,46.00,8.00,0.00,19.00,47.00,170.00,76.00,0.00,0.00,0.00,0.00,25.00,32.00,0.00,0.00,0.00,12.00,10.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Larimer Humane Society,34.00,3.00,1063.00,717.00,68.00,124.00,320.00,612.00,855.00,53.00,4.00,298.00,9.00,8.00,25.00,40.00,43.00,62.00,25.00,173.00,13.00,3.00,0.00,2.00,94.00,5.00,689.00,613.00,78.00,60.00,329.00,941.00,245.00,86.00,0.00,181.00,27.00,29.00,272.00,118.00,17.00,55.00,85.00,499.00,7.00,24.00,0.00,7.00,
Leadville Lake County Animal Shelter,7.00,0.00,6.00,8.00,5.00,0.00,114.00,21.00,114.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,7.00,8.00,0.00,0.00,0.00,0.00,7.00,0.00,4.00,6.00,0.00,0.00,2.00,13.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,
Life is Better Rescue (Cat Shelter),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Life is Better Rescue (Dog Shelter),0.00,4.00,0.00,11.00,83.00,150.00,13.00,236.00,0.00,1.00,0.00,0.00,0.00,6.00,0.00,12.00,19.00,141.00,21.00,168.00,0.00,0.00,0.00,0.00,12.00,6.00,2.00,5.00,21.00,160.00,1.00,181.00,1.00,0.00,0.00,1.00,12.00,5.00,0.00,3.00,67.00,311.00,0.00,364.00,0.00,0.00,0.00,0.00,
Lifeline Pet Rescue,3.00,4.00,0.00,6.00,3.00,124.00,0.00,133.00,0.00,0.00,0.00,0.00,42.00,27.00,0.00,16.00,44.00,1194.00,0.00,1240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Little Rescue on the Prairie,9.00,0.00,7.00,2.00,0.00,0.00,0.00,3.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,31.00,1.00,18.00,0.00,0.00,5.00,0.00,48.00,0.00,0.00,18.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,
Live Love Animal Services Incorporated,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Logan County Humane Society,12.00,4.00,146.00,48.00,0.00,0.00,31.00,47.00,129.00,49.00,0.00,0.00,0.00,5.00,16.00,22.00,0.00,0.00,5.00,12.00,7.00,23.00,0.00,0.00,13.00,4.00,38.00,20.00,0.00,0.00,22.00,16.00,10.00,40.00,0.00,0.00,4.00,12.00,97.00,25.00,0.00,0.00,4.00,16.00,0.00,111.00,0.00,0.00,
Loma Cat House,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,0.00,63.00,8.00,0.00,0.00,0.00,128.00,1.00,0.00,0.00,0.00,16.00,0.00,131.00,0.00,0.00,0.00,0.00,144.00,0.00,0.00,0.00,0.00,
